department,focus_group,expectations,processed_text,source,sentiment,title,Category,Category_Method,Category_Confidence
DOCE,Zoning,Making the code more accessible or encouraging email communications rather than calling,Making the code more accessible or encouraging email communications rather than calling,worksheet,negative,Making the code more accessible or encouraging email communications rather than calling,Communication & Collaboration,keyword_semantic_agree,11.465830713510513
DOCE,Zoning,"I wish all previous things that are in OnBase were in IPS. So, I didn't have to switch between those often","I wish all previous things that are in OnBase were in IPS. So, I didn't have to switch between those often",worksheet,positive,"I wish all previous things that are in OnBase were in IPS. So, I didn't have to switch between those often",System Integration,keyword_semantic_agree,4.332630634307861
FPB,Fire,IPS on mobile devices. Real time inspection reports and documentation. Integrate IPS violations into other Fire Department functions,IPS on mobile devices. Real time inspection reports and documentation. Integrate IPS violations into other Fire Department functions,worksheet,positive,IPS on mobile devices. Real time inspection reports and documentation. Integrate IPS violations into other Fire Department functions,Case Management,title_keyword,9.0
FPB,Fire,Import information like exact CO and capacity available without digging,Import information like exact CO and capacity available without digging,worksheet,negative,Import information like exact CO and capacity available without digging,Data Management & Visibility,keyword_low,2.0
FPB,Fire,Have a more profound way of finding information,Have a more profound way of finding information,worksheet,positive,Have a more profound way of finding information,Records & Document Management,keyword_semantic_agree,3.2992785274982452
FPB,Fire,Make it one way to document different people do thing differently and put in different places,Make it one way to document different people do thing differently and put in different places,worksheet,positive,Make it one way to document different people do thing differently and put in different places,Training & Documentation,title_keyword,5.0
FPB,Fire,Fix this! Make sure they are active in IPS,Fix this! Make sure they are active in IPS,worksheet,negative,Fix this! Make sure they are active in IPS,System Integration,semantic_fallback,0.15344642102718353
Law,Law,The format makes it hard to read everything at once,The format makes it hard to read everything at once,worksheet,negative,The format makes it hard to read everything at once,User Experience & Performance,semantic_fallback,0.216141477227211
Law,Law,Integrate water records into recordkeeping tools,Integrate water records into recordkeeping tools,worksheet,positive,Integrate water records into recordkeeping tools,System Integration,title_keyword,5.0
Law,Law,Require confirmation that documents were uploaded and work was done,Require confirmation that documents were uploaded and work was done,worksheet,negative,Require confirmation that documents were uploaded and work was done,Records & Document Management,title_keyword,5.0
Law,Law,Make overview reports available for properties,Make overview reports available for properties,worksheet,positive,Make overview reports available for properties,Reporting & Decision Support,keyword_semantic_agree,4.377270549535751
Law,Law,Compatibility with office,Compatibility with office,worksheet,positive,Compatibility with office,User Experience & Performance,semantic,0.3443486988544464
Law,Law,More disciplinary entry of notes and documents,More disciplinary entry of notes and documents,worksheet,negative,More disciplinary entry of notes and documents,Records & Document Management,keyword_semantic_agree,5.503763675689697
Law,Law,Ability for IPS information to be transferred to MS word,Ability for IPS information to be transferred to MS word,worksheet,positive,Ability for IPS information to be transferred to MS word,Records & Document Management,semantic,0.3382583260536194
NBD,NBD Data Team,"Process mapping & SOPS, system training & support","Process mapping & SOPS, system training & support",worksheet,positive,"Process mapping & SOPS, system training & support",Training & Documentation,keyword_semantic_agree,17.559645771980286
NBD,NBD Data Team,Imporved case management tools for users: ability to finding upcoming unclosed so routes can be planned more ethuinituly,Imporved case management tools for users: ability to finding upcoming unclosed so routes can be planned more ethuinituly,worksheet,positive,Imporved case management tools for users,Case Management,keyword_semantic_agree,7.55521285533905
NBD,NBD Data Team,"High level front-end reporting capabilities for leadership – compliance, on building block log cases, time to resolve, cases infor updates in x makes, etc","High level front-end reporting capabilities for leadership – compliance, on building block log cases, time to resolve, cases infor updates in x makes, etc",worksheet,positive,"High level front-end reporting capabilities for leadership – compliance, on building block log cases, time to resolve, cases infor updates in x makes, etc",Reporting & Decision Support,keyword_semantic_agree,8.621028304100037
NBD,NBD Data Team,Direct scheduling for applicants! Ontwok integration,Direct scheduling for applicants! Ontwok integration,worksheet,negative,Direct scheduling for applicants! Ontwok integration,Scheduling & Resource Management,keyword_semantic_agree,8.423302292823792
NBD,NBD Data Team,"Usability or monthly quick links to other systems – AS400, Camino","Usability or monthly quick links to other systems – AS400, Camino",worksheet,positive,"Usability or monthly quick links to other systems – AS400, Camino",System Integration,keyword_semantic_agree,8.46430316567421
NBD,NBD Data Team,Have cleaner sorting and filtering features within a parcel,Have cleaner sorting and filtering features within a parcel,worksheet,negative,Have cleaner sorting and filtering features within a parcel,Records & Document Management,keyword_semantic_agree,5.32661372423172
NBD,NBD Data Team,Add insert / update / delete functionality,Add insert / update / delete functionality,worksheet,negative,Add insert / update / delete functionality,System Integration,semantic_fallback,0.28146374225616455
NBD,NBD Data Team,Have them be a component of main parcel?,Have them be a component of main parcel?,worksheet,negative,Have them be a component of main parcel?,Records & Document Management,keyword_low,3.0
NBD,NBD Data Team,Easier way to modify violations.,Easier way to modify violations.,worksheet,negative,Easier way to modify violations.,Case Management,title_keyword,6.0
NBD,NBD Data Team,For sorting and categorizing,For sorting and categorizing,worksheet,positive,For sorting and categorizing,Records & Document Management,semantic,0.3905816972255707
NBD,NBD Data Team,Updating IPS through SQL,Updating IPS through SQL,worksheet,positive,Updating IPS through SQL,System Integration,semantic_fallback,0.2762603163719177
NBD,NBD Data Team,Easier complaint search on parcel view,Easier complaint search on parcel view,worksheet,negative,Easier complaint search on parcel view,Records & Document Management,keyword_semantic_agree,7.3523112535476685
NBD,NBD Data Team,Violations summary & units affected,Violations summary & units affected,worksheet,negative,Violations summary & units affected,Case Management,title_keyword,6.0
NBD,NBD Data Team,"Being able to post to the database (eg, to flag a batch of parcels as vacant once a week)","Being able to post to the database (eg, to flag a batch of parcels as vacant once a week)",worksheet,positive,"Being able to post to the database (eg, to flag a batch of parcels as vacant once a week)",Records & Document Management,keyword_semantic_agree,3.410248577594757
NBD,NBD Data Team,"More robust automation or scripting possibilities, so that more updates or QA/QC can be automated","More robust automation or scripting possibilities, so that more updates or QA/QC can be automated",worksheet,positive,"More robust automation or scripting possibilities, so that more updates or QA/QC can be automated",Workflow & Business Processes,title_keyword,4.0
NBD,NBD Data Team,"Allow for if this then that bridges between programs, integrations with a CRM or GIS software, etc","Allow for if this then that bridges between programs, integrations with a CRM or GIS software, etc",worksheet,positive,"Allow for if this then that bridges between programs, integrations with a CRM or GIS software, etc",System Integration,keyword_semantic_agree,9.532963871955872
NBD,NBD Data Team,"I'm not sure the best improvement here, but tracking residential units and which complaint goes to which unit is so frustrating","I'm not sure the best improvement here, but tracking residential units and which complaint goes to which unit is so frustrating",worksheet,negative,"I'm not sure the best improvement here, but tracking residential units and which complaint goes to which unit is so frustrating",Case Management,keyword_low,3.0
NBD,NBD Data Team,The ability to configure validation for different data fields,The ability to configure validation for different data fields,worksheet,positive,The ability to configure validation for different data fields,Data Management & Visibility,keyword_low,2.0
NBD,NBD Data Team,I want better documentation for the database. We don't have any robust EO diagrams!,I want better documentation for the database. We don't have any robust EO diagrams!,worksheet,positive,I want better documentation for the database. We don't have any robust EO diagrams!,Training & Documentation,keyword_semantic_agree,5.3907802402973175
NBD,NBD Data Team,"Please, let's have modern scripting options (eg, Python not Visual Basic; posting to the database)","Please, let's have modern scripting options (eg, Python not Visual Basic; posting to the database)",worksheet,negative,"Please, let's have modern scripting options (eg, Python not Visual Basic; posting to the database)",System Integration,semantic_fallback,0.1812513917684555
NBD,NBD Data Team,"If the new software could integrate with Esri, a contact management software (like Salesforce), or other tools, we could accomplish so much more","If the new software could integrate with Esri, a contact management software (like Salesforce), or other tools, we could accomplish so much more",worksheet,negative,"If the new software could integrate with Esri, a contact management software (like Salesforce), or other tools, we could accomplish so much more",System Integration,keyword_semantic_agree,9.448467075824738
NBD,NBD Internal,Might be a bug,Might be a bug,worksheet,negative,Might be a bug,User Experience & Performance,keyword_semantic_agree,6.104254126548767
NBD,NBD Internal,A drop down for ERP referrals to indicate where the referral came,A drop down for ERP referrals to indicate where the referral came,worksheet,negative,A drop down for ERP referrals to indicate where the referral came,Case Management,title_keyword,5.0
NBD,NBD Internal,Build system with drop down selection of where the referred came from to start documenting which agency placed them.,Build system with drop down selection of where the referred came from to start documenting which agency placed them.,worksheet,negative,Build system with drop down selection of where the referred came from to start documenting which agency placed them.,Training & Documentation,title_keyword,5.0
NBD,NBD Internal,Something tangible that can get auto emailed to ambassadors,Something tangible that can get auto emailed to ambassadors,worksheet,positive,Something tangible that can get auto emailed to ambassadors,Communication & Collaboration,keyword_semantic_agree,3.3174931704998016
NBD,NBD Internal,Geographic viewing of addresses nearby.,Geographic viewing of addresses nearby.,worksheet,positive,Geographic viewing of addresses nearby.,Records & Document Management,keyword_semantic_agree,2.36299267411232
NBD,NBD Internal,Data sharing / backend access with county,Data sharing / backend access with county,worksheet,negative,Data sharing / backend access with county,Data Management & Visibility,keyword_semantic_agree,2.370780646800995
NBD,NBD Internal,Ways to mass enter data not through Hamer,Ways to mass enter data not through Hamer,worksheet,negative,Ways to mass enter data not through Hamer,System Integration,title_keyword,4.0
NBD,NBD Internal,"eTax, IPS, AS400, Camino, etc. Too many to consolidate. Should be easier to access information from standard site","eTax, IPS, AS400, Camino, etc. Too many to consolidate. Should be easier to access information from standard site",worksheet,negative,"eTax, IPS, AS400, Camino, etc. Too many to consolidate. Should be easier to access information from standard site",System Integration,keyword_semantic_agree,12.463383287191391
NBD,NBD Internal,"Old permit information hasn't been transferred. They've stopped storing insurances, surveys need better record storage","Old permit information hasn't been transferred. They've stopped storing insurances, surveys need better record storage",worksheet,positive,"Old permit information hasn't been transferred. They've stopped storing insurances, surveys need better record storage",Records & Document Management,keyword_semantic_agree,5.27134770154953
NBD,NBD Internal,Something NBD/Law /Finance can all use,Something NBD/Law /Finance can all use,worksheet,negative,Something NBD/Law /Finance can all use,Records & Document Management,semantic,0.36987292766571045
Assessment,Assessment,"As far as current use of IPS – don't know what we don't know. Before today, didn't know Rental Registry was in there. Didn't have a comprehensive training. Haven't gone down rabbit hole of looking at fines. Knowing what houses have stop work orders is helpful – that would be helpful","As far as current use of IPS – don't know what we don't know. Before today, didn't know Rental Registry was in there. Didn't have a comprehensive training. Haven't gone down rabbit hole of looking at fines. Knowing what houses have stop work orders is helpful – that would be helpful",meeting_notes,positive,"As far as current use of IPS – don't know what we don't know. Before today, didn't know Rental Registry was in there. Didn't have a comprehensive training. Haven't gone down rabbit hole of looking at fines. Knowing what houses have stop work orders is helpful – that would be helpful",Training & Documentation,title_keyword,10.0
Assessment,Assessment,He would be curious to know of all the stop work orders how many go an obtain a permit?,He would be curious to know of all the stop work orders how many go an obtain a permit?,meeting_notes,positive,He would be curious to know of all the stop work orders how many go an obtain a permit?,Workflow & Business Processes,semantic_fallback,0.15368768572807312
Assessment,Assessment,Would be interested to know of everyone that has a stop work order,Would be interested to know of everyone that has a stop work order,meeting_notes,positive,Would be interested to know of everyone that has a stop work order,Communication & Collaboration,semantic_fallback,0.2001233696937561
Assessment,Assessment,Would be easier if IPS has building permits – forced to learn new system – [PERSON] completely depends on Joe for look ups in Camino – if we could go to one system and see everything that would be helpful,Would be easier if IPS has building permits – forced to learn new system – [PERSON] completely depends on Joe for look ups in Camino – if we could go to one system and see everything that would be helpful,meeting_notes,positive,Would be easier if IPS has building permits – forced to learn new system – [PERSON] completely depends on Joe for look ups in Camino – if we could go to one system and see everything that would be helpful,System Integration,keyword_semantic_agree,4.359127014875412
Assessment,Assessment,IPS intuitive from their perspective,IPS intuitive from their perspective,meeting_notes,positive,IPS intuitive from their perspective,System Integration,semantic,0.32083624601364136
BAA,BAA ALJs,Admin Aides and interns to do tracking to confirm service – ability to enter tracking number on each ticket and timer to set for 30 days – check tracking at USPS website and change status to yes serve and attach confirmation – ability to automate,Admin Aides and interns to do tracking to confirm service – ability to enter tracking number on each ticket and timer to set for 30 days – check tracking at USPS website and change status to yes serve and attach confirmation – ability to automate,meeting_notes,positive,Admin Aides and interns to do tracking to confirm service – ability to enter tracking number on each ticket and timer to set for 30 days – check tracking at USPS website and change status to yes serve and attach confirmation – ability to automate,Case Management,title_keyword,5.0
BAA,BAA ALJs,AIMS – way to send decisions via email to registered owner,AIMS – way to send decisions via email to registered owner,meeting_notes,positive,AIMS – way to send decisions via email to registered owner,System Integration,title_keyword,4.0
BAA,BAA ALJs,Email directly from application would be nice,Email directly from application would be nice,meeting_notes,positive,Email directly from application would be nice,Case Management,keyword_low,3.0
BAA,BAA ALJs,"Manually record everything – ability for application record, download and save the hearings","Manually record everything – ability for application record, download and save the hearings",meeting_notes,positive,"Manually record everything – ability for application record, download and save the hearings",Case Management,title_keyword,6.0
BAA,BAA ALJs,"Way to have secure app with SSO for Codes to use on phones – if they need to upload photos or notes, they can do it on demand","Way to have secure app with SSO for Codes to use on phones – if they need to upload photos or notes, they can do it on demand",meeting_notes,positive,"Way to have secure app with SSO for Codes to use on phones – if they need to upload photos or notes, they can do it on demand",Records & Document Management,title_keyword,8.0
BAA,BAA ALJs,So they don't need to come back to the office at end of the day and do that,So they don't need to come back to the office at end of the day and do that,meeting_notes,positive,So they don't need to come back to the office at end of the day and do that,Workflow & Business Processes,semantic_fallback,0.20817017555236816
BAA,BAA ALJs,Internal purposes – automatic tracking for USPS,Internal purposes – automatic tracking for USPS,meeting_notes,positive,Internal purposes – automatic tracking for USPS,Records & Document Management,semantic,0.3748592734336853
BAA,BAA ALJs,"May need real human being to double check that, but getting receipts","May need real human being to double check that, but getting receipts",meeting_notes,positive,"May need real human being to double check that, but getting receipts",Records & Document Management,semantic_fallback,0.1950380653142929
BAA,BAA ALJs,Web of ownership not always as easy to unravel – but would be nice to extent possible we could see what ownership is,Web of ownership not always as easy to unravel – but would be nice to extent possible we could see what ownership is,meeting_notes,positive,Web of ownership not always as easy to unravel – but would be nice to extent possible we could see what ownership is,User Experience & Performance,keyword_low,2.0
BAA,BAA ALJs,Retain – color code is a good thing,Retain – color code is a good thing,meeting_notes,positive,Retain – color code is a good thing,Data Management & Visibility,semantic_fallback,0.14435122907161713
BAA,BAA ALJs,By department and action,By department and action,meeting_notes,positive,By department and action,Communication & Collaboration,keyword_semantic_agree,3.3415713012218475
BAA,BAA ALJs,Inspection vs violations vs actions,Inspection vs violations vs actions,meeting_notes,positive,Inspection vs violations vs actions,Case Management,title_keyword,9.0
BAA,BAA ALJs,IPS tells you which user to make a change – automatically records users,IPS tells you which user to make a change – automatically records users,meeting_notes,positive,IPS tells you which user to make a change – automatically records users,Records & Document Management,title_keyword,4.0
BAA,BAA ALJs,Need inspection to mean actual investigation,Need inspection to mean actual investigation,meeting_notes,positive,Need inspection to mean actual investigation,Case Management,keyword_low,3.0
BAA,BAA ALJs,educe use of windows – would be helpful.,educe use of windows – would be helpful.,meeting_notes,positive,educe use of windows – would be helpful.,User Experience & Performance,semantic_fallback,0.19485987722873688
BAA,BAA Operations,Likes MS Teams – makes it easier for hearings,Likes MS Teams – makes it easier for hearings,meeting_notes,positive,Likes MS Teams – makes it easier for hearings,Case Management,keyword_low,3.0
BAA,BAA Operations,Attorneys and inspectors respond quickly,Attorneys and inspectors respond quickly,meeting_notes,positive,Attorneys and inspectors respond quickly,Communication & Collaboration,semantic_fallback,0.2963043749332428
BAA,BAA Operations,Would be helpful for notifications within IPS,Would be helpful for notifications within IPS,meeting_notes,positive,Would be helpful for notifications within IPS,Communication & Collaboration,title_keyword,4.0
BAA,BAA Operations,Workflow – notify inspector of hearing date,Workflow – notify inspector of hearing date,meeting_notes,positive,Workflow – notify inspector of hearing date,Scheduling & Resource Management,semantic,0.34459805488586426
BAA,BAA Operations,Helpful to be able to see inspector availability in Outlook – not all of them maintain it,Helpful to be able to see inspector availability in Outlook – not all of them maintain it,meeting_notes,positive,Helpful to be able to see inspector availability in Outlook – not all of them maintain it,System Integration,keyword_low,3.0
BAA,BAA Operations,"Constituent access – maybe not full access, but can see legal evidence they should have access to– public facing portal","Constituent access – maybe not full access, but can see legal evidence they should have access to– public facing portal",meeting_notes,positive,"Constituent access – maybe not full access, but can see legal evidence they should have access to– public facing portal",Case Management,title_keyword,6.0
BAA,BAA Operations,Ability to submit documents,Ability to submit documents,meeting_notes,positive,Ability to submit documents,Training & Documentation,title_keyword,5.0
BAA,BAA Operations,Ability to search by owner – they may call with address but not case number,Ability to search by owner – they may call with address but not case number,meeting_notes,positive,Ability to search by owner – they may call with address but not case number,Records & Document Management,keyword_semantic_agree,6.396561563014984
BAA,BAA Operations,Public facing portal – explains that they should contact DOCE for the violations and the BAA for the fine – that they're too separate things – they don't know who to talk to,Public facing portal – explains that they should contact DOCE for the violations and the BAA for the fine – that they're too separate things – they don't know who to talk to,meeting_notes,positive,Public facing portal – explains that they should contact DOCE for the violations and the BAA for the fine – that they're too separate things – they don't know who to talk to,Case Management,title_keyword,6.0
BAA,BAA Operations,Ability to batch add fees – have to add one-by-one,Ability to batch add fees – have to add one-by-one,meeting_notes,positive,Ability to batch add fees – have to add one-by-one,Workflow & Business Processes,keyword_semantic_agree,3.1891363710165024
BAA,BAA Supervisors,[PERSON] Hearing/court system capabilities – ability for all parts of ticketing/adjudication process,[PERSON] Hearing/court system capabilities – ability for all parts of ticketing/adjudication process,meeting_notes,positive,[PERSON] Hearing/court system capabilities – ability for all parts of ticketing/adjudication process,Workflow & Business Processes,title_keyword,6.0
BAA,BAA Supervisors,[PERSON] Ability to link cases. Simple things like UI – if BAA inspections were a different color than Codes,[PERSON] Ability to link cases. Simple things like UI – if BAA inspections were a different color than Codes,meeting_notes,positive,[PERSON] Ability to link cases. Simple things like UI – if BAA inspections were a different color than Codes,Case Management,title_keyword,11.0
BAA,BAA Supervisors,If mechanism where Codes inspector would be required to do something within the software maybe they wouldn't need to come every time,If mechanism where Codes inspector would be required to do something within the software maybe they wouldn't need to come every time,meeting_notes,positive,If mechanism where Codes inspector would be required to do something within the software maybe they wouldn't need to come every time,Workflow & Business Processes,semantic_fallback,0.21223068237304688
BAA,BAA Supervisors,Codes has started emailing [PERSON] if there's a case they want – deny the referral – if there was something in system so Codes can remove the referral that would be ideal,Codes has started emailing [PERSON] if there's a case they want – deny the referral – if there was something in system so Codes can remove the referral that would be ideal,meeting_notes,positive,Codes has started emailing [PERSON] if there's a case they want – deny the referral – if there was something in system so Codes can remove the referral that would be ideal,Case Management,keyword_semantic_agree,8.307029336690903
BAA,BAA Supervisors,Would like to be able to add certain actions:,Would like to be able to add certain actions:,meeting_notes,positive,Would like to be able to add certain actions,Workflow & Business Processes,keyword_low,2.0
BAA,BAA Supervisors,Outstanding balance would be nice to be able to see at the top/property summary – filtering abilities,Outstanding balance would be nice to be able to see at the top/property summary – filtering abilities,meeting_notes,positive,Outstanding balance would be nice to be able to see at the top/property summary – filtering abilities,Reporting & Decision Support,semantic,0.3226856589317322
BAA,BAA Supervisors,If multiple rounds and still unpaid would be easier they were grouped,If multiple rounds and still unpaid would be easier they were grouped,meeting_notes,positive,If multiple rounds and still unpaid would be easier they were grouped,Workflow & Business Processes,semantic_fallback,0.15757837891578674
BAA,BAA Supervisors,Uses different platforms for addressing,Uses different platforms for addressing,meeting_notes,positive,Uses different platforms for addressing,System Integration,semantic,0.3674028813838959
BAA,BAA Supervisors,Beacon Image Mate – shows when property sold,Beacon Image Mate – shows when property sold,meeting_notes,positive,Beacon Image Mate – shows when property sold,Records & Document Management,semantic_fallback,0.20148587226867676
CPC,CPC,Looking up of outstanding violations – if you have an account for a property – outstanding balance of every violation at the property level – make it obvious what is outstanding and help reduce,Looking up of outstanding violations – if you have an account for a property – outstanding balance of every violation at the property level – make it obvious what is outstanding and help reduce,meeting_notes,positive,Looking up of outstanding violations – if you have an account for a property – outstanding balance of every violation at the property level – make it obvious what is outstanding and help reduce,Case Management,title_keyword,6.0
CPC,CPC,IPS system – in AIMS – property owner has outstanding balance – can look under license plate – can see 10 ticket and total balance of each ticket (at a glance over view + ability to print account summary for property – which would list each individual ticket with the corresponding balance) – then click into each and see individual status of each ticket,IPS system – in AIMS – property owner has outstanding balance – can look under license plate – can see 10 ticket and total balance of each ticket (at a glance over view + ability to print account summary for property – which would list each individual ticket with the corresponding balance) – then click into each and see individual status of each ticket,meeting_notes,positive,IPS system – in AIMS – property owner has outstanding balance – can look under license plate – can see 10 ticket and total balance of each ticket (at a glance over view + ability to print account summary for property – which would list each individual ticket with the corresponding balance) – then click into each and see individual status of each ticket,Case Management,title_keyword,6.0
CPC,CPC,Can also merge multiple license plates together – can merge contacts together,Can also merge multiple license plates together – can merge contacts together,meeting_notes,positive,Can also merge multiple license plates together – can merge contacts together,Communication & Collaboration,semantic_fallback,0.2563716173171997
CPC,CPC,At-a-glance/account summary – would be nice to have a cover sheet (still ability to drill down),At-a-glance/account summary – would be nice to have a cover sheet (still ability to drill down),meeting_notes,positive,At-a-glance/account summary – would be nice to have a cover sheet (still ability to drill down),Records & Document Management,semantic,0.46150726079940796
CPC,CPC,Fees outstanding- reliable number (total $$),Fees outstanding- reliable number (total $$),meeting_notes,positive,Fees outstanding- reliable number (total $$),Workflow & Business Processes,keyword_low,3.0
CPC,CPC,Prefers for look ups to happen in system of record for eTax – accurate in eTax,Prefers for look ups to happen in system of record for eTax – accurate in eTax,meeting_notes,positive,Prefers for look ups to happen in system of record for eTax – accurate in eTax,System Integration,title_keyword,4.0
CPC,CPC,AIMS report for ISOs,AIMS report for ISOs,meeting_notes,positive,AIMS report for ISOs,System Integration,title_keyword,4.0
CPC,CPC,Future system – would be helpful to have invoice generation capability,Future system – would be helpful to have invoice generation capability,meeting_notes,positive,Future system – would be helpful to have invoice generation capability,System Integration,semantic,0.3215316832065582
DOCE,CPO-Coordinators,Not enough visual urgency in Camino – IPS better at that as long as tickle date set for yourself,Not enough visual urgency in Camino – IPS better at that as long as tickle date set for yourself,meeting_notes,positive,Not enough visual urgency in Camino – IPS better at that as long as tickle date set for yourself,Scheduling & Resource Management,keyword_semantic_agree,5.277430444955826
DOCE,CPO-Coordinators,"If you're in city ROW, tie to house","If you're in city ROW, tie to house",meeting_notes,positive,"If you're in city ROW, tie to house",Records & Document Management,semantic_fallback,0.14161761105060577
DOCE,CPO-Coordinators,New weekly task for staff to clean out of 'unsubmitted' tasks,New weekly task for staff to clean out of 'unsubmitted' tasks,meeting_notes,positive,New weekly task for staff to clean out of 'unsubmitted' tasks,Workflow & Business Processes,keyword_low,2.0
DOCE,Housing Inspectors,"Would like to see more stats – cases without inspection dates, or cases set to Need Review","Would like to see more stats – cases without inspection dates, or cases set to Need Review",meeting_notes,positive,"Would like to see more stats – cases without inspection dates, or cases set to Need Review",Case Management,keyword_semantic_agree,7.267734110355377
DOCE,Housing Inspectors,X amount of open cases,X amount of open cases,meeting_notes,positive,X amount of open cases,Case Management,keyword_semantic_agree,4.272312104701996
DOCE,Housing Inspectors,Sometimes waiting Generally IPS pretty is good,Sometimes waiting Generally IPS pretty is good,meeting_notes,positive,Sometimes waiting Generally IPS pretty is good,User Experience & Performance,semantic_fallback,0.20956803858280182
DOCE,Housing Inspectors,Some things should be auto-populated,Some things should be auto-populated,meeting_notes,positive,Some things should be auto-populated,Scheduling & Resource Management,semantic_fallback,0.25135645270347595
DOCE,Housing Inspectors,Did materials for Camino,Did materials for Camino,meeting_notes,positive,Did materials for Camino,System Integration,title_keyword,4.0
IT,IT,Auditing capabilities Public facing view/access Ability to directly schedule inspections,Auditing capabilities Public facing view/access Ability to directly schedule inspections,meeting_notes,positive,Auditing capabilities Public facing view/access Ability to directly schedule inspections,Case Management,title_keyword,6.0
IT,IT,[PERSON] Single sign on – control access through your own identity system – most important from IT perspective,[PERSON] Single sign on – control access through your own identity system – most important from IT perspective,meeting_notes,positive,[PERSON] Single sign on – control access through your own identity system – most important from IT perspective,System Integration,semantic,0.3559343218803406
IT,IT,Payments for RR/CC applications occur in Camino – would intake move to future CE platform?,Payments for RR/CC applications occur in Camino – would intake move to future CE platform?,meeting_notes,positive,Payments for RR/CC applications occur in Camino – would intake move to future CE platform?,System Integration,keyword_semantic_agree,4.237928673624992
NBD,NBD Internal,System for DSS resettlement referrals – would be helpful to have documented which agency placed them within the system – would be great to be all in one place to track more regularly,System for DSS resettlement referrals – would be helpful to have documented which agency placed them within the system – would be great to be all in one place to track more regularly,meeting_notes,positive,System for DSS resettlement referrals – would be helpful to have documented which agency placed them within the system – would be great to be all in one place to track more regularly,Case Management,title_keyword,5.0
NBD,NBD Internal,Viewing eTax amounts would be helpful – would need to be daily,Viewing eTax amounts would be helpful – would need to be daily,meeting_notes,positive,Viewing eTax amounts would be helpful – would need to be daily,System Integration,title_keyword,4.0
NBD,NBD Internal,"Tax trust, county compromise agreements – legal stuff we have no insight into would be helpful to see","Tax trust, county compromise agreements – legal stuff we have no insight into would be helpful to see",meeting_notes,positive,"Tax trust, county compromise agreements – legal stuff we have no insight into would be helpful to see",Records & Document Management,semantic_fallback,0.2612575888633728
NBD,NBD Internal,Also at will of Law for them to enter in eTax in the first place – more of an FP process,Also at will of Law for them to enter in eTax in the first place – more of an FP process,meeting_notes,positive,Also at will of Law for them to enter in eTax in the first place – more of an FP process,System Integration,title_keyword,4.0
NBD,NBD Internal,Ideally a unified location for that,Ideally a unified location for that,meeting_notes,positive,Ideally a unified location for that,System Integration,semantic_fallback,0.2515712082386017
NBD,NBD Internal,[PERSON] View street/houses nearby,[PERSON] View street/houses nearby,meeting_notes,positive,[PERSON] View street/houses nearby,Records & Document Management,semantic_fallback,0.2084939032793045
NBD,NBD Internal,"Ability see # of vacants, # tax delinquent properties in different quadrants - could be helpful planning tool","Ability see # of vacants, # tax delinquent properties in different quadrants - could be helpful planning tool",meeting_notes,positive,"Ability see # of vacants, # tax delinquent properties in different quadrants - could be helpful planning tool",Records & Document Management,semantic,0.40763914585113525
NBD,NBD Internal,Expanding to include spatial element – move toward more of proactive model,Expanding to include spatial element – move toward more of proactive model,meeting_notes,positive,Expanding to include spatial element – move toward more of proactive model,Records & Document Management,semantic_fallback,0.26432645320892334
NBD,NBD Internal,[PERSON] will share ERP process map,[PERSON] will share ERP process map,meeting_notes,positive,[PERSON] will share ERP process map,Training & Documentation,semantic,0.36087146401405334
NBD,NBD Internal,Suinana – Cityline process mapping could be shared,Suinana – Cityline process mapping could be shared,meeting_notes,positive,Suinana – Cityline process mapping could be shared,Workflow & Business Processes,keyword_semantic_agree,2.320081800222397
NBD,NBD Internal,Abitility of better address look up. eg. Don't have address then look up street then narrow down to the right property.,Abitility of better address look up. eg. Don't have address then look up street then narrow down to the right property.,meeting_notes,positive,Abitility of better address look up. eg. Don't have address then look up street then narrow down to the right property.,Records & Document Management,keyword_semantic_agree,2.362617790699005
NBD,NBD Internal,We need to know ownership and ownership history.,We need to know ownership and ownership history.,meeting_notes,positive,We need to know ownership and ownership history.,Records & Document Management,semantic,0.3231397569179535
NBD,NBD Internal,"We should have full inventory of images of every property and do that as a census, it will be really valuable info. IPS would be good place to park that. City should have something like street image.","We should have full inventory of images of every property and do that as a census, it will be really valuable info. IPS would be good place to park that. City should have something like street image.",meeting_notes,positive,"We should have full inventory of images of every property and do that as a census, it will be really valuable info. IPS would be good place to park that. City should have something like street image.",Records & Document Management,semantic,0.39206403493881226
NBD,NBD Internal,"Repository of history of properties would be great data source, when did something happen, what happen could be told by the pictures.","Repository of history of properties would be great data source, when did something happen, what happen could be told by the pictures.",meeting_notes,positive,"Repository of history of properties would be great data source, when did something happen, what happen could be told by the pictures.",Data Management & Visibility,title_keyword,4.0
NBD,NBD Internal,Minimize windows – would be helpful.,Minimize windows – would be helpful.,meeting_notes,positive,Minimize windows – would be helpful.,User Experience & Performance,semantic_fallback,0.2682647109031677
OCHD,OCHD,Ideally cloud based system with ability to host multiples users simultaneously,Ideally cloud based system with ability to host multiples users simultaneously,meeting_notes,positive,Ideally cloud based system with ability to host multiples users simultaneously,System Integration,semantic_fallback,0.31906527280807495
